"frozen_at","data_md5","frozen_data_path","release_manifest_path","status"
"2026-07-22T13:15:40+0900","8591dd9f169f7aeb45b7c91782fbd947","data/current.csv (not redistributed; download and verify MD5)","results/release/ssrn_release_manifest.csv","FROZEN"
