"model","horizon","model_family","n_evaluation","target_response_RMSE","target_response_MAE","target_response_bias","target_response_correlation","target_mode","level_RMSE","level_MAE","level_bias","cumulative_percent_MAE","annualized_percent_MAE","cumulative_log_RMSE","cumulative_log_MAE","cumulative_log_bias","cumulative_log_correlation"
"Ridge",1,"Regularization",90,0.0293235907585943,0.0105133092763532,0.00124034303188858,-0.0580891978238883,"cumulative_log_change",2.44009632166427,0.970072269621303,0.068009249715998,1.02195732690286,10.4678111791523,0.0293235907585943,0.0105133092763532,0.00124034303188858,-0.0580891978238883
"Factor",1,"Factor",90,0.0326009214209307,0.0114246930898243,0.00118342621005683,0.00997688534337065,"cumulative_log_change",2.62216834830567,1.04797356132478,0.045573656365784,1.10334780320372,11.0836908399133,0.0326009214209307,0.0114246930898243,0.00118342621005683,0.00997688534337065
"RW",3,"Baseline",90,0.0333448026486369,0.014643049547033,-0.000578779451379812,,"cumulative_log_change",3.10029277984802,1.40607444444445,-0.0596700000000022,1.44845394656845,5.71162846848148,0.0333448026486369,0.014643049547033,-0.000578779451379812,
"XGBoost",3,"Boosting",90,0.0337634654256915,0.0155629416495406,-0.00410893670794083,-0.147232972590952,"cumulative_log_change",3.15013096828745,1.50323304042834,-0.414356049014168,1.54065760527123,6.08303145499303,0.0337634654256915,0.0155629416495406,-0.00410893670794083,-0.147232972590952
"Ridge",3,"Regularization",90,0.0346088654804159,0.0156716367086526,-0.00341116459395664,-0.407755878569838,"cumulative_log_change",3.21660442716319,1.50819295102523,-0.349345746669144,1.55132306740591,6.12326161625526,0.0346088654804159,0.0156716367086526,-0.00341116459395664,-0.407755878569838
"Ensemble_Median",3,"Ensemble",90,0.0363772478722226,0.016030670596553,-0.00212274283258795,-0.406776183192645,"cumulative_log_change",3.35327005471301,1.53454092070881,-0.230653191313555,1.58622725490633,6.25143360901712,0.0363772478722226,0.016030670596553,-0.00212274283258795,-0.406776183192645
"BorutaRF",3,"FeatureSelection+Tree",90,0.0370675881118545,0.0171573989812097,0.00118812807563269,-0.346080203942509,"cumulative_log_change",3.42399314519031,1.6454332997002,0.100081856646795,1.69801686517767,6.6882697467926,0.0370675881118545,0.0171573989812097,0.00118812807563269,-0.346080203942509
"RandomForest",3,"Tree",90,0.0370693764440957,0.0177011957687441,0.000981218466698338,-0.492101026285741,"cumulative_log_change",3.43114132011575,1.69886358431781,0.0790064022320007,1.75277568878679,6.91160495902844,0.0370693764440957,0.0177011957687441,0.000981218466698338,-0.492101026285741
"AR(4)",3,"Baseline",90,0.0438032688002519,0.0179130252434479,-0.000627497560045742,-0.403536884488407,"cumulative_log_change",3.92036862688123,1.68622806633775,-0.115107389401742,1.76347192695742,6.84731199285757,0.0438032688002519,0.0179130252434479,-0.000627497560045742,-0.403536884488407
"Ensemble_InvRMSE",3,"Ensemble",90,0.0443270740243918,0.017626550759864,0.000443603681231315,-0.466691166138364,"cumulative_log_change",3.94776923040927,1.65768815889153,-0.00893724074219256,1.73282465607826,6.70710142507159,0.0443270740243918,0.017626550759864,0.000443603681231315,-0.466691166138364
"Ensemble_Mean",3,"Ensemble",90,0.0444129961214607,0.017641324003206,0.000159000188118929,-0.462395627966991,"cumulative_log_change",3.95415463340229,1.65903048121938,-0.0376380847820245,1.7341242040476,6.71063373355974,0.0444129961214607,0.017641324003206,0.000159000188118929,-0.462395627966991
"Factor",3,"Factor",90,0.0557138389040285,0.0215777551709783,-0.00428340618594465,-0.0937589622165834,"cumulative_log_change",4.70725914100812,2.02866085881131,-0.522102067024047,2.1118488794911,8.21990552904566,0.0557138389040285,0.0215777551709783,-0.00428340618594465,-0.0937589622165834
"LASSO",3,"Regularization",90,0.076491021019531,0.0242381896540926,0.00587698534982429,-0.494633137992907,"cumulative_log_change",6.09359805170199,2.13330880847154,0.346949039367622,2.27697434448514,7.99500501713595,0.076491021019531,0.0242381896540926,0.00587698534982429,-0.494633137992907
"ElasticNet",3,"Regularization",90,0.0789022989075881,0.0248608232113884,0.00639445430018272,-0.50790980746273,"cumulative_log_change",6.26567539375383,2.17828633081263,0.381306216772465,2.3279461045299,8.11157791543561,0.0789022989075881,0.0248608232113884,0.00639445430018272,-0.50790980746273
"RW",6,"Baseline",90,0.0383397770192027,0.0186010238152956,-0.00123209553759625,,"cumulative_log_change",3.60270554653027,1.79915,-0.126652222222224,1.84202128530478,3.66012699322463,0.0383397770192027,0.0186010238152956,-0.00123209553759625,
"XGBoost",6,"Boosting",90,0.0397591997749523,0.0207694915391987,-0.0084594261924558,-0.278586888024291,"cumulative_log_change",3.76521511901606,2.02831671628849,-0.855487416599715,2.0600142246665,4.09841917650364,0.0397591997749523,0.0207694915391987,-0.0084594261924558,-0.278586888024291
"Ensemble_Median",6,"Ensemble",90,0.04228975274452,0.0209213877662322,-0.006636288312155,-0.394449022207786,"cumulative_log_change",3.94477202779213,2.02593988999253,-0.686816602334356,2.07282332497343,4.11937891353741,0.04228975274452,0.0209213877662322,-0.006636288312155,-0.394449022207786
"BorutaRF",6,"FeatureSelection+Tree",90,0.0437179714607602,0.0241902158671606,0.00187634903042622,-0.268262650452422,"cumulative_log_change",4.09278600545596,2.34639737620304,0.160778544679217,2.39544239849266,4.75624844883821,0.0437179714607602,0.0241902158671606,0.00187634903042622,-0.268262650452422
"RandomForest",6,"Tree",90,0.043860196840245,0.022655905292775,0.000539536077515939,-0.416794347196566,"cumulative_log_change",4.09661498177519,2.19036118286216,0.024956563433375,2.2440972719548,4.45761532240939,0.043860196840245,0.022655905292775,0.000539536077515939,-0.416794347196566
"Ridge",6,"Regularization",90,0.0441630902316658,0.022195147319974,-0.00874774796459776,-0.281225416764254,"cumulative_log_change",4.13247612069993,2.15377058342806,-0.900591856577076,2.20267678963934,4.38450875981441,0.0441630902316658,0.022195147319974,-0.00874774796459776,-0.281225416764254
"Ensemble_InvRMSE",6,"Ensemble",90,0.0455947927309275,0.0207808023241692,-0.00411785476273146,-0.328170850478903,"cumulative_log_change",4.17095182280728,1.99540242683702,-0.447555222320002,2.05159925188591,4.06370477792106,0.0455947927309275,0.0207808023241692,-0.00411785476273146,-0.328170850478903
"Ensemble_Mean",6,"Ensemble",90,0.0455789985368163,0.0209308106552547,-0.00433565205702071,-0.331422118825642,"cumulative_log_change",4.17317095149425,2.01099597869542,-0.469300425514525,2.06683940357804,4.0946151038226,0.0455789985368163,0.0209308106552547,-0.00433565205702071,-0.331422118825642
"ElasticNet",6,"Regularization",90,0.0480513908493979,0.0214366170430801,-0.00733814527068556,-0.301188924924212,"cumulative_log_change",4.35105230938635,2.05584842669087,-0.779215852908503,2.11073428380993,4.1701967810338,0.0480513908493979,0.0214366170430801,-0.00733814527068556,-0.301188924924212
"LASSO",6,"Regularization",90,0.0486112080373248,0.0218880855224959,-0.00660742669617409,-0.36979453874423,"cumulative_log_change",4.39579040910482,2.09774913668887,-0.710296076115354,2.15676743349045,4.26439429997119,0.0486112080373248,0.0218880855224959,-0.00660742669617409,-0.36979453874423
"AR(4)",6,"Baseline",90,0.0576132068059502,0.025115068325838,-0.00493632559200865,-0.36453543660983,"cumulative_log_change",5.08382887862708,2.37278694826515,-0.590708298284743,2.46916396080503,4.87440629115946,0.0576132068059502,0.025115068325838,-0.00493632559200865,-0.36453543660983
"Factor",6,"Factor",90,0.0735172977064657,0.0304946274495985,-0.00411558636761042,-0.145619762910477,"cumulative_log_change",5.93955312965192,2.84604622362838,-0.591077817826425,2.93742984578677,5.71784881071887,0.0735172977064657,0.0304946274495985,-0.00411558636761042,-0.145619762910477
"RW",12,"Baseline",90,0.0447878873759122,0.0259967500028483,-0.00163031375166876,,"cumulative_log_change",4.25899987399233,2.53866000000001,-0.167300000000001,2.58223662573466,2.58223662573466,0.0447878873759122,0.0259967500028483,-0.00163031375166876,
"Ensemble_Median",12,"Ensemble",90,0.0483464588335262,0.029188058602382,-0.0132899251944394,-0.261639477911137,"cumulative_log_change",4.64357514217582,2.87886993574432,-1.35177575269358,2.9044647562993,2.9044647562993,0.0483464588335262,0.029188058602382,-0.0132899251944394,-0.261639477911137
"ElasticNet",12,"Regularization",90,0.0484181459198379,0.0298060690446122,-0.0167105654775665,-0.303028477647452,"cumulative_log_change",4.6822199095591,2.95177408362924,-1.69225010071931,2.96757984918405,2.96757984918405,0.0484181459198379,0.0298060690446122,-0.0167105654775665,-0.303028477647452
"LASSO",12,"Regularization",90,0.0484181459198379,0.0298060690446122,-0.0167105654775665,-0.303028477647452,"cumulative_log_change",4.6822199095591,2.95177408362924,-1.69225010071931,2.96757984918405,2.96757984918405,0.0484181459198379,0.0298060690446122,-0.0167105654775665,-0.303028477647452
"Ridge",12,"Regularization",90,0.0494653628229542,0.0299856024741457,-0.0164329744301721,-0.461260684479903,"cumulative_log_change",4.76449777496781,2.96439710071855,-1.67017280422412,2.98536871325408,2.98536871325408,0.0494653628229542,0.0299856024741457,-0.0164329744301721,-0.461260684479903
"Ensemble_InvRMSE",12,"Ensemble",90,0.0504802936536538,0.029274026468911,-0.00897763168085043,-0.293757557177332,"cumulative_log_change",4.78057918155356,2.86860120124146,-0.930134984814597,2.90794973787195,2.90794973787195,0.0504802936536538,0.029274026468911,-0.00897763168085043,-0.293757557177332
"Ensemble_Mean",12,"Ensemble",90,0.0505917845230204,0.0294794718518454,-0.00933162745733148,-0.290214909793673,"cumulative_log_change",4.79296371532593,2.88960235932934,-0.966294940400603,2.92862140059254,2.92862140059254,0.0505917845230204,0.0294794718518454,-0.00933162745733148,-0.290214909793673
"XGBoost",12,"Boosting",90,0.0497089322809552,0.0322835604732868,-0.00853198050911247,-0.0655248640737269,"cumulative_log_change",4.81009786443646,3.19275409337773,-0.876121287632063,3.20955597794487,3.20955597794487,0.0497089322809552,0.0322835604732868,-0.00853198050911247,-0.0655248640737269
"BorutaRF",12,"FeatureSelection+Tree",90,0.0528680860134532,0.0349595009555734,0.00148509152306941,-0.216486272218474,"cumulative_log_change",5.023853793528,3.42073452340634,0.108311779671971,3.46857557182924,3.46857557182924,0.0528680860134532,0.0349595009555734,0.00148509152306941,-0.216486272218474
"RandomForest",12,"Tree",90,0.0529799330862549,0.0338139412718647,0.00127819423059799,-0.354404750909154,"cumulative_log_change",5.02984441049934,3.30551647691301,0.0894084990853225,3.35656881419781,3.35656881419781,0.0529799330862549,0.0338139412718647,0.00127819423059799,-0.354404750909154
"AR(4)",12,"Baseline",90,0.0685593116561632,0.0362311933926232,-0.0127606815906019,-0.32193194237578,"cumulative_log_change",6.1199004434086,3.4852068693221,-1.41459255492892,3.57885264468705,3.57885264468705,0.0685593116561632,0.0362311933926232,-0.0127606815906019,-0.32193194237578
"Factor",12,"Factor",90,0.0750412699873202,0.0405416204224446,-0.0139708516329625,-0.0999404714075557,"cumulative_log_change",6.57236302180173,3.90587363706448,-1.58140271739643,3.96413109549986,3.96413109549986,0.0750412699873202,0.0405416204224446,-0.0139708516329625,-0.0999404714075557
