"target_code","target_name","track","track_label","horizon","refresh_count","average_selected","minimum_selected","maximum_selected","boruta_refreshes","fallback_refreshes","mean_pairwise_jaccard","stable_core_count","stability_threshold","stability_basis"
"INDPRO","Industrial Production Index [INDPRO]","cumulative_level","Industrial Production Index [INDPRO] cumulative transformed change / reconstructed level",1,15,20.2,14,31,15,0,0.380033020658949,14,0.6,"rolling_refresh_windows"
"INDPRO","Industrial Production Index [INDPRO]","cumulative_level","Industrial Production Index [INDPRO] cumulative transformed change / reconstructed level",3,15,50.2,29,96,15,0,0.453586523403308,31,0.6,"rolling_refresh_windows"
"INDPRO","Industrial Production Index [INDPRO]","cumulative_level","Industrial Production Index [INDPRO] cumulative transformed change / reconstructed level",6,15,95,81,111,15,0,0.73764825845734,87,0.6,"rolling_refresh_windows"
"INDPRO","Industrial Production Index [INDPRO]","cumulative_level","Industrial Production Index [INDPRO] cumulative transformed change / reconstructed level",12,15,107.533333333333,100,112,15,0,0.798966499576676,100,0.6,"rolling_refresh_windows"
"INDPRO","Industrial Production Index [INDPRO]","monthly_transformed","Target-month transformed change",1,15,20.1333333333333,13,32,15,0,0.359754456227716,12,0.6,"rolling_refresh_windows"
"INDPRO","Industrial Production Index [INDPRO]","monthly_transformed","Target-month transformed change",3,15,12.6666666666667,6,29,15,0,0.253696885885507,4,0.6,"rolling_refresh_windows"
"INDPRO","Industrial Production Index [INDPRO]","monthly_transformed","Target-month transformed change",6,15,13.8666666666667,4,21,15,0,0.181110851213984,3,0.6,"rolling_refresh_windows"
"INDPRO","Industrial Production Index [INDPRO]","monthly_transformed","Target-month transformed change",12,15,16.6,7,32,15,0,0.274643629526753,5,0.6,"rolling_refresh_windows"
