"track","track_label","horizon","loss","model","model_family","n_evaluation","mean_loss","loss_rank","in_mcs","mcs_rank","mcs_stage_p_value","mcs_p_value","mcs_statistic_value","mcs_detail_status","mcs_output_format","mcs_statistic","alpha","confidence_level","bootstrap_samples","block_length","mcs_package_version","mcs_object_class","mcs_status","status_message","target_code","target_name"
"monthly_transformed","Target-month transformed change",12,"SE","AR(4)","Baseline",88,1.06254210181883e-05,8,TRUE,,0.979,0.979,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"SE","RandomForest","Tree",88,1.12877936164511e-05,9,TRUE,,0.7086,0.7086,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"SE","Factor","Factor",88,1.14649087490362e-05,10,TRUE,,0.5886,0.7086,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"SE","RW","Baseline",88,1.77672454048057e-05,12,TRUE,,0.2628,0.2628,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"SE","BorutaRF","FeatureSelection+Tree",88,1.18981761076378e-05,11,FALSE,,0.0896,0.2628,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","Ensemble_Median","Ensemble",88,0.00222519743333944,1,TRUE,,1,1,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","Ridge","Regularization",88,0.00222644085949656,2,TRUE,,0.9368,0.9812,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","AR(4)","Baseline",88,0.00223212545862281,3,TRUE,,0.9812,0.9812,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","LASSO","Regularization",88,0.00224872495680157,4,TRUE,,0.8298,0.8328,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","ElasticNet","Regularization",88,0.00225210644104234,5,TRUE,,0.7496,0.8328,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","XGBoost","Boosting",88,0.0022651311952116,6,TRUE,,0.8328,0.8328,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","Ensemble_Mean","Ensemble",88,0.00229869189576126,7,TRUE,,0.568,0.7624,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","Ensemble_InvRMSE","Ensemble",88,0.00230328867064954,8,TRUE,,0.5098,0.5098,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","Factor","Factor",88,0.00232476237238241,9,TRUE,,0.7624,0.7624,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","RandomForest","Tree",88,0.00239507820006155,10,TRUE,,0.3052,0.3052,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","BorutaRF","FeatureSelection+Tree",88,0.00253650543315227,11,FALSE,,0.0258,0.0566,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",12,"AE","RW","Baseline",88,0.00310252040020217,12,FALSE,,0.0566,0.0566,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,3,"0.2.0","SSM","ok",,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
"monthly_transformed","Target-month transformed change",1,"SE","AR(4)","Baseline",90,3.73060244353656e-06,1,TRUE,,1,1,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","BorutaRF","FeatureSelection+Tree",90,3.79048570663818e-06,2,TRUE,,0.8472,0.8852,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","Ensemble_InvRMSE","Ensemble",90,3.82027649254329e-06,3,TRUE,,0.8628,0.8852,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","Ensemble_Mean","Ensemble",90,3.86139710734189e-06,4,TRUE,,0.755,0.8852,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","Ensemble_Median","Ensemble",90,4.02187522147657e-06,5,TRUE,,0.5332,0.8852,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","Factor","Factor",90,4.13364120208097e-06,6,TRUE,,0.752,0.8644,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","RW","Baseline",90,4.28074706067187e-06,7,TRUE,,0.8852,0.8852,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","LASSO","Regularization",90,4.29778080623189e-06,8,TRUE,,0.8644,0.8644,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","XGBoost","Boosting",90,4.36327082316632e-06,9,TRUE,,0.7536,0.8644,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","RandomForest","Tree",90,4.37841271390939e-06,10,TRUE,,0.859,0.8644,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","ElasticNet","Regularization",90,4.4714570032835e-06,11,TRUE,,0.598,0.598,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"SE","Ridge","Regularization",90,6.12850240883914e-06,12,TRUE,,0.178,0.178,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","RW","Baseline",90,0.00145694992248573,1,TRUE,,1,1,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","AR(4)","Baseline",90,0.00147561341881384,2,TRUE,,0.912,0.9652,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","Ensemble_InvRMSE","Ensemble",90,0.00148998899979772,3,TRUE,,0.9206,0.9652,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","BorutaRF","FeatureSelection+Tree",90,0.00149662013780926,4,TRUE,,0.9652,0.9652,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","Ensemble_Mean","Ensemble",90,0.00149871268838471,5,TRUE,,0.9458,0.9458,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","Ensemble_Median","Ensemble",90,0.00154021137866032,6,TRUE,,0.7524,0.7524,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","Factor","Factor",90,0.00154648466697926,7,TRUE,,0.7188,0.7188,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","LASSO","Regularization",90,0.00155973731153906,8,TRUE,,0.717,0.7188,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","XGBoost","Boosting",90,0.00156855266563679,9,TRUE,,0.7808,0.7808,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","ElasticNet","Regularization",90,0.00158694850029173,10,TRUE,,0.6602,0.6624,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","RandomForest","Tree",90,0.00161965494875987,11,TRUE,,0.6624,0.6624,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",1,"AE","Ridge","Regularization",90,0.00180305060677989,12,TRUE,,0.1496,0.1496,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","BorutaRF","FeatureSelection+Tree",90,4.33962702315168e-06,1,TRUE,,1,1,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","Ensemble_InvRMSE","Ensemble",90,5.13491203873714e-06,2,TRUE,,0.1648,0.9094,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","Ensemble_Mean","Ensemble",90,5.18075744492289e-06,3,TRUE,,0.9094,0.9094,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","AR(4)","Baseline",90,5.25170908023914e-06,4,TRUE,,0.4928,0.9094,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","RandomForest","Tree",90,5.25173375015412e-06,5,TRUE,,0.8928,0.8928,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","RW","Baseline",90,5.41889774108396e-06,6,TRUE,,0.9094,0.9094,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","Ensemble_Median","Ensemble",90,5.83154765539825e-06,7,TRUE,,0.3386,0.5568,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","XGBoost","Boosting",90,5.88854643321985e-06,8,TRUE,,0.4822,0.5568,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","ElasticNet","Regularization",90,6.2825605210252e-06,9,TRUE,,0.2652,0.5568,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","LASSO","Regularization",90,6.29865731208392e-06,10,TRUE,,0.5568,0.5568,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","Ridge","Regularization",90,7.18589947791917e-06,11,TRUE,,0.1696,0.1696,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"SE","Factor","Factor",90,8.16377734360992e-06,12,TRUE,,0.5378,0.5568,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,4,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","BorutaRF","FeatureSelection+Tree",90,0.00162069764638599,1,TRUE,,1,1,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","Ensemble_InvRMSE","Ensemble",90,0.00170751642878995,2,TRUE,,0.3858,0.8888,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","Ensemble_Mean","Ensemble",90,0.00170882704095416,3,TRUE,,0.3754,0.8888,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","AR(4)","Baseline",90,0.00173011909987038,4,TRUE,,0.718,0.8888,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","RandomForest","Tree",90,0.00177184111343652,5,TRUE,,0.7492,0.7492,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","RW","Baseline",90,0.00179996770976653,6,TRUE,,0.8888,0.8888,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","Ensemble_Median","Ensemble",90,0.00180579907220279,7,TRUE,,0.643,0.643,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","XGBoost","Boosting",90,0.00182010133511884,8,TRUE,,0.6134,0.643,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","ElasticNet","Regularization",90,0.00188361098434506,9,TRUE,,0.426,0.426,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","LASSO","Regularization",90,0.00189111998578647,10,TRUE,,0.3392,0.3392,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","Ridge","Regularization",90,0.00194606980152193,11,TRUE,,0.1464,0.1464,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",3,"AE","Factor","Factor",90,0.00197985392008394,12,TRUE,,0.3532,0.426,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,5,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","BorutaRF","FeatureSelection+Tree",90,4.71446011183304e-06,1,TRUE,,1,1,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","Ensemble_InvRMSE","Ensemble",90,5.09618503435135e-06,2,TRUE,,0.4586,0.7718,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","Ensemble_Mean","Ensemble",90,5.10077341497634e-06,3,TRUE,,0.4704,0.7718,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","RandomForest","Tree",90,5.1752788584988e-06,4,TRUE,,0.4678,0.7718,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","Ensemble_Median","Ensemble",90,5.71065344673373e-06,5,TRUE,,0.294,0.7718,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","AR(4)","Baseline",90,5.84067071547668e-06,6,TRUE,,0.656,0.6672,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","Factor","Factor",90,5.84623201655679e-06,7,TRUE,,0.6672,0.6672,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","XGBoost","Boosting",90,5.99158451250213e-06,8,TRUE,,0.5016,0.5016,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","RW","Baseline",90,6.20328386092732e-06,9,TRUE,,0.7718,0.7718,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","ElasticNet","Regularization",90,6.20670512240931e-06,10,TRUE,,0.4338,0.4338,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","LASSO","Regularization",90,6.20760616424147e-06,11,TRUE,,0.4312,0.4338,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"SE","Ridge","Regularization",90,7.06525453851949e-06,12,TRUE,,0.3934,0.3934,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,6,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"AE","BorutaRF","FeatureSelection+Tree",90,0.00167773190974772,1,TRUE,,1,1,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"AE","Ensemble_InvRMSE","Ensemble",90,0.00169014215205502,2,TRUE,,0.8626,0.8802,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"AE","Ensemble_Mean","Ensemble",90,0.00169064270586707,3,TRUE,,0.8802,0.8802,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"AE","RandomForest","Tree",90,0.00172944459370124,4,TRUE,,0.479,0.8586,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"AE","Ensemble_Median","Ensemble",90,0.00177885506977667,5,TRUE,,0.4236,0.8586,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"AE","AR(4)","Baseline",90,0.00180046240812348,6,TRUE,,0.7544,0.7826,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"AE","Factor","Factor",90,0.00180531736730235,7,TRUE,,0.7826,0.7826,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"AE","LASSO","Regularization",90,0.00182558959520296,8,TRUE,,0.691,0.691,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
"monthly_transformed","Target-month transformed change",6,"AE","ElasticNet","Regularization",90,0.00183375324596755,9,TRUE,,0.6482,0.6482,,"mcs_0.2.0_pvalues_available","MCS_0.2.0","Tmax",0.1,0.9,5000,7,"0.2.0","SSM","ok",,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
