"target_code","target_name","horizon","model","model_family","loss","n_evaluation","net_loss_reduction_vs_RW","gross_positive_loss_reduction","gross_loss_deterioration","share_months_better_than_RW","top_months","top_months_share_of_positive_reduction","top_months_share_of_deterioration"
"INDPRO","Industrial Production Index [INDPRO]",3,"XGBoost","Boosting","SE",90,0.0432853506226797,0.0471178239384725,0.00383247331579287,0.6,12,0.966989256867212,0.931007922128979
"INDPRO","Industrial Production Index [INDPRO]",3,"RandomForest","Tree","SE",90,0.0393056065489136,0.0434636464121909,0.00415803986327729,0.577777777777778,12,0.969553126528616,0.928183599452694
"INDPRO","Industrial Production Index [INDPRO]",3,"BorutaRF","FeatureSelection+Tree","SE",90,0.0390852196582052,0.043272566717898,0.00418734705969278,0.5,12,0.971817419202789,0.90810631995879
"INDPRO","Industrial Production Index [INDPRO]",3,"Ridge","Regularization","SE",90,0.0385543399060713,0.0427864183783974,0.00423207847232607,0.6,12,0.962781711948199,0.936959526421927
"INDPRO","Industrial Production Index [INDPRO]",3,"ElasticNet","Regularization","SE",90,0.0354935325556099,0.03917955731963,0.0036860247640201,0.611111111111111,12,0.960115896294611,0.937029639598084
"INDPRO","Industrial Production Index [INDPRO]",3,"Ensemble_Median","Ensemble","SE",90,0.0354373877257848,0.0390744475471559,0.00363705982137102,0.611111111111111,12,0.961126320311971,0.932712186569894
"INDPRO","Industrial Production Index [INDPRO]",3,"Ensemble_Mean","Ensemble","SE",90,0.0354082209160535,0.0384027920520741,0.00299457113602059,0.655555555555556,12,0.960835390844906,0.946428004171852
"INDPRO","Industrial Production Index [INDPRO]",3,"Ensemble_InvRMSE","Ensemble","SE",90,0.0353495863320675,0.038261032615473,0.00291144628340555,0.633333333333333,12,0.960132317063902,0.943461199117632
"INDPRO","Industrial Production Index [INDPRO]",3,"LASSO","Regularization","SE",90,0.0348011139644396,0.0384874332664492,0.00368631930200959,0.622222222222222,12,0.959173553746683,0.937147193482523
"INDPRO","Industrial Production Index [INDPRO]",3,"AR(4)","Baseline","SE",90,0.0338672576615638,0.0382736651073982,0.00440640744583433,0.588888888888889,12,0.962297393125888,0.932891983594575
"INDPRO","Industrial Production Index [INDPRO]",3,"Factor","Factor","SE",90,0.0231028436298572,0.0261761002330072,0.00307325660314999,0.566666666666667,12,0.949596648392321,0.887411731482333
"INDPRO","Industrial Production Index [INDPRO]",3,"RW","Baseline","SE",90,0,0,0,0,12,,
"INDPRO","Industrial Production Index [INDPRO]",6,"Ensemble_Median","Ensemble","AE",90,0.375233010786952,0.469664106502275,0.0944310957153238,0.577777777777778,12,0.743223885446942,0.621223772174239
"INDPRO","Industrial Production Index [INDPRO]",6,"Ridge","Regularization","AE",90,0.360905343943749,0.465946525328182,0.105041181384433,0.6,12,0.730772103597166,0.63093594252034
"INDPRO","Industrial Production Index [INDPRO]",6,"XGBoost","Boosting","AE",90,0.339775365323027,0.459571581176418,0.119796215853391,0.577777777777778,12,0.745963830400682,0.580259795785601
"INDPRO","Industrial Production Index [INDPRO]",6,"RandomForest","Tree","AE",90,0.330866183463628,0.446557524485014,0.115691341021386,0.522222222222222,12,0.760609233498007,0.581676209713302
"INDPRO","Industrial Production Index [INDPRO]",6,"AR(4)","Baseline","AE",90,0.330211735126063,0.422007397677142,0.0917956625510792,0.566666666666667,12,0.721107067630748,0.619747053317644
"INDPRO","Industrial Production Index [INDPRO]",6,"Ensemble_Mean","Ensemble","AE",90,0.320594859708568,0.404564512848246,0.0839696531396784,0.6,12,0.740663381523344,0.639782342444381
"INDPRO","Industrial Production Index [INDPRO]",6,"Ensemble_InvRMSE","Ensemble","AE",90,0.319672114822693,0.404482604418706,0.0848104895960134,0.6,12,0.741070798390345,0.64173836723377
"INDPRO","Industrial Production Index [INDPRO]",6,"Factor","Factor","AE",90,0.265069542904639,0.365921325598297,0.100851782693657,0.577777777777778,12,0.691184622705512,0.612993218696823
"INDPRO","Industrial Production Index [INDPRO]",6,"LASSO","Regularization","AE",90,0.258479164023669,0.469123505615745,0.210644341592076,0.588888888888889,12,0.741216641842463,0.768584807826404
"INDPRO","Industrial Production Index [INDPRO]",6,"BorutaRF","FeatureSelection+Tree","AE",90,0.234435925459465,0.393643630798812,0.159207705339347,0.444444444444444,12,0.802990273061888,0.589118578358945
"INDPRO","Industrial Production Index [INDPRO]",6,"ElasticNet","Regularization","AE",90,0.0469415517300271,0.435869086286524,0.388927534556497,0.566666666666667,12,0.748988008856665,0.854244877105443
"INDPRO","Industrial Production Index [INDPRO]",6,"RW","Baseline","AE",90,0,0,0,0,12,,
"INDPRO","Industrial Production Index [INDPRO]",6,"Ensemble_Median","Ensemble","SE",90,0.0297136948830083,0.03300964747115,0.00329595258814175,0.577777777777778,12,0.95381664720287,0.932808566859785
"INDPRO","Industrial Production Index [INDPRO]",6,"RandomForest","Tree","SE",90,0.0292480390381876,0.0328383735892506,0.0035903345510629,0.522222222222222,12,0.96045187332717,0.893977208113696
"INDPRO","Industrial Production Index [INDPRO]",6,"XGBoost","Boosting","SE",90,0.0288534339720676,0.0331172416307337,0.00426380765866609,0.577777777777778,12,0.958898337466495,0.898905349111176
"INDPRO","Industrial Production Index [INDPRO]",6,"Ridge","Regularization","SE",90,0.0283137451442114,0.0322586192541949,0.00394487410998346,0.6,12,0.948224060538342,0.937027435021336
"INDPRO","Industrial Production Index [INDPRO]",6,"Ensemble_Mean","Ensemble","SE",90,0.0279842129382701,0.0311368602332678,0.00315264729499766,0.6,12,0.95679686884865,0.943282849950837
"INDPRO","Industrial Production Index [INDPRO]",6,"Ensemble_InvRMSE","Ensemble","SE",90,0.0279461396955442,0.031085833802399,0.00313969410685485,0.6,12,0.956702380123891,0.941621487785356
"INDPRO","Industrial Production Index [INDPRO]",6,"AR(4)","Baseline","SE",90,0.0276395668648224,0.0308623755645529,0.00322280869973047,0.566666666666667,12,0.945921408844579,0.940901437910739
"INDPRO","Industrial Production Index [INDPRO]",6,"BorutaRF","FeatureSelection+Tree","SE",90,0.0261181720573354,0.0310427118967983,0.00492453983946295,0.444444444444444,12,0.961543393048045,0.890713982268125
"INDPRO","Industrial Production Index [INDPRO]",6,"Factor","Factor","SE",90,0.0243724658548545,0.0275275756926242,0.00315510983776973,0.577777777777778,12,0.94675020441057,0.914995986278149
"INDPRO","Industrial Production Index [INDPRO]",6,"LASSO","Regularization","SE",90,0.0131465497204923,0.0327103126646165,0.0195637629441242,0.588888888888889,12,0.952092515133608,0.981764501298848
"INDPRO","Industrial Production Index [INDPRO]",6,"RW","Baseline","SE",90,0,0,0,0,12,,
"INDPRO","Industrial Production Index [INDPRO]",6,"ElasticNet","Regularization","SE",90,-0.0244221124283598,0.0304028207749285,0.0548249332032882,0.566666666666667,12,0.95988225979479,0.992313821452311
"INDPRO","Industrial Production Index [INDPRO]",12,"Ridge","Regularization","AE",90,0.47080689454365,0.559722694628809,0.0889158000851588,0.644444444444444,12,0.694447756227546,0.731458292537826
"INDPRO","Industrial Production Index [INDPRO]",12,"ElasticNet","Regularization","AE",90,0.470683523069899,0.559996381191666,0.0893128581217668,0.644444444444444,12,0.696111997402673,0.730768260100054
"INDPRO","Industrial Production Index [INDPRO]",12,"LASSO","Regularization","AE",90,0.470683523069899,0.559996381191666,0.0893128581217668,0.644444444444444,12,0.696111997402673,0.730768260100054
"INDPRO","Industrial Production Index [INDPRO]",12,"Ensemble_Median","Ensemble","AE",90,0.469290443804306,0.558341558567709,0.0890511147634026,0.644444444444444,12,0.695011714334424,0.73142660826865
"INDPRO","Industrial Production Index [INDPRO]",12,"XGBoost","Boosting","AE",90,0.465644504674141,0.557682519422268,0.0920380147481268,0.633333333333333,12,0.701137673855554,0.709777251264748
"INDPRO","Industrial Production Index [INDPRO]",12,"AR(4)","Baseline","AE",90,0.454322608391718,0.544908321004652,0.0905857126129345,0.655555555555556,12,0.683668296822125,0.723722564771005
"INDPRO","Industrial Production Index [INDPRO]",12,"Ensemble_Mean","Ensemble","AE",90,0.446847063595981,0.527992593037805,0.0811455294418235,0.644444444444444,12,0.685851255691181,0.716661425111395
"INDPRO","Industrial Production Index [INDPRO]",12,"Ensemble_InvRMSE","Ensemble","AE",90,0.44650071510899,0.529261651371268,0.0827609362622779,0.644444444444444,12,0.683845162889719,0.71489660737954
"INDPRO","Industrial Production Index [INDPRO]",12,"Factor","Factor","AE",90,0.395896972133403,0.500304718803765,0.104407746670362,0.611111111111111,12,0.659728718164836,0.729291923113165
"INDPRO","Industrial Production Index [INDPRO]",12,"RandomForest","Tree","AE",90,0.389083003366151,0.514904811838014,0.125821808471864,0.566666666666667,12,0.692523408279587,0.646509668120957
"INDPRO","Industrial Production Index [INDPRO]",12,"BorutaRF","FeatureSelection+Tree","AE",90,0.244424384231411,0.468578806325953,0.224154422094542,0.555555555555556,12,0.726319332719579,0.706773259371931
"INDPRO","Industrial Production Index [INDPRO]",12,"RW","Baseline","AE",90,0,0,0,0,12,,
"INDPRO","Industrial Production Index [INDPRO]",12,"ElasticNet","Regularization","SE",90,0.0322485826402769,0.0351954927803174,0.00294691014004051,0.644444444444444,12,0.929080860812128,0.931802459110926
"INDPRO","Industrial Production Index [INDPRO]",12,"LASSO","Regularization","SE",90,0.0322485826402769,0.0351954927803174,0.00294691014004051,0.644444444444444,12,0.929080860812128,0.931802459110926
"INDPRO","Industrial Production Index [INDPRO]",12,"Ridge","Regularization","SE",90,0.0322215140017092,0.0351617579913086,0.00294024398959935,0.644444444444444,12,0.929234728741395,0.933584105257632
"INDPRO","Industrial Production Index [INDPRO]",12,"XGBoost","Boosting","SE",90,0.0322165676942115,0.0352082534060573,0.00299168571184578,0.633333333333333,12,0.930586907094707,0.921031654844704
"INDPRO","Industrial Production Index [INDPRO]",12,"Ensemble_Median","Ensemble","SE",90,0.0322112038450671,0.0351566913474116,0.00294548750234454,0.644444444444444,12,0.929287627518905,0.931708334085039
"INDPRO","Industrial Production Index [INDPRO]",12,"AR(4)","Baseline","SE",90,0.0320001848609919,0.0350260334043654,0.00302584854337357,0.655555555555556,12,0.928528041129063,0.934725126315919
"INDPRO","Industrial Production Index [INDPRO]",12,"Ensemble_InvRMSE","Ensemble","SE",90,0.0316229663459902,0.03425960791516,0.00263664156916977,0.644444444444444,12,0.930455103530602,0.921172428554847
"INDPRO","Industrial Production Index [INDPRO]",12,"Ensemble_Mean","Ensemble","SE",90,0.0316174014655267,0.0342358863070776,0.00261848484155091,0.644444444444444,12,0.931003984886884,0.922597841786932
"INDPRO","Industrial Production Index [INDPRO]",12,"RandomForest","Tree","SE",90,0.030710672103491,0.0344326698260899,0.00372199772259897,0.566666666666667,12,0.935152011446789,0.877173507071376
"INDPRO","Industrial Production Index [INDPRO]",12,"Factor","Factor","SE",90,0.0293416039836071,0.0326528135936431,0.003311209610036,0.611111111111111,12,0.926313569144204,0.922846380211954
"INDPRO","Industrial Production Index [INDPRO]",12,"BorutaRF","FeatureSelection+Tree","SE",90,0.0262986345202123,0.0335593932118275,0.00726075869161516,0.555555555555556,12,0.940416085478256,0.905312755449872
"INDPRO","Industrial Production Index [INDPRO]",12,"RW","Baseline","SE",90,0,0,0,0,12,,
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"RW","Baseline","AE",90,0,0,0,0,12,,
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"AR(4)","Baseline","AE",90,-0.00167971466952975,0.0374364417434922,0.039116156413022,0.488888888888889,12,0.619625455939898,0.586341297549934
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Ensemble_InvRMSE","Ensemble","AE",90,-0.0029735169580784,0.0401352368243042,0.0431087537823826,0.511111111111111,12,0.59610663068462,0.583429806551753
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"BorutaRF","FeatureSelection+Tree","AE",90,-0.00357031937911695,0.0438397085093709,0.0474100278884879,0.511111111111111,12,0.577048026752018,0.545130400744713
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Ensemble_Mean","Ensemble","AE",90,-0.00375864893090811,0.0407771913693679,0.044535840300276,0.511111111111111,12,0.602320389872918,0.585731945119331
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Ensemble_Median","Ensemble","AE",90,-0.00749353105571294,0.042000171447153,0.0494937025028659,0.488888888888889,12,0.604035783928605,0.564367909659649
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Factor","Factor","AE",90,-0.00805812700441713,0.0343402589862793,0.0423983859906964,0.455555555555556,12,0.617368346541521,0.579785281636985
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"LASSO","Regularization","AE",90,-0.00925086501479907,0.0445899513228493,0.0538408163376484,0.488888888888889,12,0.586612334563897,0.567811011160589
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"XGBoost","Boosting","AE",90,-0.0100442468835951,0.0510164532069828,0.0610607000905778,0.522222222222222,12,0.586093737053558,0.564769961703124
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"ElasticNet","Regularization","AE",90,-0.0116998720025398,0.0448123611665834,0.0565122331691233,0.5,12,0.585677987331854,0.562505041783557
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"RandomForest","Tree","AE",90,-0.0146434523646723,0.0437316977736601,0.0583751501383324,0.5,12,0.605816552373432,0.546876281201789
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Ridge","Regularization","AE",90,-0.0311490615864738,0.0450429497316326,0.0761920113181064,0.488888888888889,12,0.631575395951602,0.584319600694483
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"AR(4)","Baseline","SE",90,4.95130155421785e-05,0.00018216539986472,0.000132652384322541,0.488888888888889,12,0.809557118230439,0.736457550586117
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"BorutaRF","FeatureSelection+Tree","SE",90,4.41235218630323e-05,0.000200419345347764,0.000156295823484732,0.511111111111111,12,0.808085633998948,0.700017145595041
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Ensemble_InvRMSE","Ensemble","SE",90,4.14423511315726e-05,0.000189026128535671,0.000147583777404098,0.511111111111111,12,0.80960103911165,0.717458025307513
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Ensemble_Mean","Ensemble","SE",90,3.77414957996982e-05,0.000193295629819391,0.000155554134019693,0.511111111111111,12,0.813990642541413,0.722424107946295
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Ensemble_Median","Ensemble","SE",90,2.32984655275774e-05,0.000201271768227659,0.000177973302700082,0.488888888888889,12,0.819695598841026,0.697037583409114
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Factor","Factor","SE",90,1.3239527273181e-05,0.000161604898754939,0.000148365371481758,0.455555555555556,12,0.83285264711822,0.687034064996608
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"RW","Baseline","SE",90,0,0,0,0,12,,
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"LASSO","Regularization","SE",90,-1.53303710040169e-06,0.000211674521809359,0.000213207558909761,0.488888888888889,12,0.801601585574633,0.718806013180051
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"XGBoost","Boosting","SE",90,-7.42713862449991e-06,0.000233017757996453,0.000240444896620953,0.522222222222222,12,0.802349871064074,0.713863314008571
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"RandomForest","Tree","SE",90,-8.7899087913766e-06,0.000206703681222886,0.000215493590014262,0.5,12,0.814441769598556,0.689750815721791
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"ElasticNet","Regularization","SE",90,-1.71638948350465e-05,0.000212244916531671,0.000229408811366717,0.5,12,0.801456124374922,0.715241111960654
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",1,"Ridge","Regularization","SE",90,-0.000166297981335054,0.000212338459627453,0.000378636440962507,0.488888888888889,12,0.821976300016477,0.753835071053918
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"BorutaRF","FeatureSelection+Tree","AE",90,0.0161343057042487,0.061482489771795,0.0453481840675463,0.566666666666667,12,0.570891834953199,0.649805057041943
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Ensemble_InvRMSE","Ensemble","AE",90,0.00832061528789191,0.0568366743264394,0.0485160590385475,0.6,12,0.504289779612222,0.666766894520082
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Ensemble_Mean","Ensemble","AE",90,0.00820266019311313,0.0568861674444991,0.048683507251386,0.6,12,0.503944996949308,0.667937128783162
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"AR(4)","Baseline","AE",90,0.00628637489065379,0.0605322354234304,0.0542458605327767,0.588888888888889,12,0.556028336324897,0.682053088429152
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"RandomForest","Tree","AE",90,0.00253139366970045,0.0578957752662547,0.0553643815965543,0.544444444444444,12,0.548713060399462,0.60949641187022
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"RW","Baseline","AE",90,0,0,0,0,12,,
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Ensemble_Median","Ensemble","AE",90,-0.000524822619263315,0.0563823711096341,0.0569071937288974,0.577777777777778,12,0.488756724150174,0.67058870065233
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"XGBoost","Boosting","AE",90,-0.00181202628170762,0.0582411063720283,0.0600531326537359,0.555555555555556,12,0.490143151184717,0.671164522091416
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"ElasticNet","Regularization","AE",90,-0.00752789471206763,0.0559036482653442,0.0634315429774118,0.544444444444444,12,0.479385223727576,0.655350953838019
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"LASSO","Regularization","AE",90,-0.00820370484179497,0.0551573086994551,0.0633610135412501,0.544444444444444,12,0.485185882331647,0.656191082213214
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Ridge","Regularization","AE",90,-0.0131491882579859,0.0531090718152166,0.0662582600732025,0.566666666666667,12,0.461657468484035,0.627745525010452
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Factor","Factor","AE",90,-0.0161897589285672,0.050094011195029,0.0662837701235962,0.555555555555556,12,0.507342750004008,0.653952375094028
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"BorutaRF","FeatureSelection+Tree","SE",90,9.71343646139052e-05,0.000287506327169893,0.000190371962555988,0.566666666666667,12,0.725423572216085,0.765248899628222
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Ensemble_InvRMSE","Ensemble","SE",90,2.55587132112138e-05,0.000244327744523755,0.000218769031312541,0.6,12,0.634437635781056,0.788935391954594
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Ensemble_Mean","Ensemble","SE",90,2.14326266544957e-05,0.00024248934153753,0.000221056714883034,0.6,12,0.630191358387545,0.791813216715116
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"AR(4)","Baseline","SE",90,1.50469794760332e-05,0.00028158028450467,0.000266533305028636,0.588888888888889,12,0.713144259651175,0.797753590687394
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"RandomForest","Tree","SE",90,1.50447591836849e-05,0.000260995415872193,0.000245950656688508,0.544444444444444,12,0.714950730852743,0.733675816329644
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"RW","Baseline","SE",90,0,0,0,0,12,,
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Ensemble_Median","Ensemble","SE",90,-3.71384922882869e-05,0.00024588546329028,0.000283023955578567,0.577777777777778,12,0.64147276986618,0.791727466642619
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"XGBoost","Boosting","SE",90,-4.22683822922307e-05,0.000268381290590764,0.000310649672882995,0.555555555555556,12,0.679159963063341,0.799294642919563
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"ElasticNet","Regularization","SE",90,-7.77296501947124e-05,0.000252307698788461,0.000330037348983173,0.544444444444444,12,0.63619091304311,0.797540734508203
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"LASSO","Regularization","SE",90,-7.9178361389997e-05,0.000250620134404942,0.000329798495794939,0.544444444444444,12,0.639683446993835,0.798218647541465
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Ridge","Regularization","SE",90,-0.000159030156315169,0.000219479903938361,0.00037851006025353,0.566666666666667,12,0.59556094648333,0.775453959866959
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",3,"Factor","Factor","SE",90,-0.000247039164227337,0.000206261216478443,0.000453300380705781,0.555555555555556,12,0.611065268621372,0.840983412205374
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"BorutaRF","FeatureSelection+Tree","AE",90,0.0161848902920747,0.0586304259043593,0.0424455356122846,0.544444444444444,12,0.632737088141167,0.662860206946863
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Ensemble_InvRMSE","Ensemble","AE",90,0.015067968484418,0.0613104241494562,0.0462424556650382,0.544444444444444,12,0.635406726285949,0.647760605974003
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Ensemble_Mean","Ensemble","AE",90,0.0150229186413333,0.0614821920911618,0.0464592734498285,0.544444444444444,12,0.636815807709966,0.647357579302909
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"RandomForest","Tree","AE",90,0.0115307487362579,0.0630202948745424,0.0514895461382845,0.5,12,0.648802472452817,0.60251030894398
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Ensemble_Median","Ensemble","AE",90,0.00708380588946902,0.0619308892967504,0.0548470834072814,0.511111111111111,12,0.64911767334267,0.647842554003771
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"AR(4)","Baseline","AE",90,0.00513914543825604,0.062528567857792,0.057389422419536,0.522222222222222,12,0.650425308078958,0.614388116463391
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Factor","Factor","AE",90,0.00470219911215773,0.0602004873592387,0.055498288247081,0.511111111111111,12,0.613298131662653,0.62970310227658
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"LASSO","Regularization","AE",90,0.0028776986011031,0.0644067558782441,0.061529057277141,0.544444444444444,12,0.628803287169,0.664251142729342
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"ElasticNet","Regularization","AE",90,0.00214297003229014,0.0636839145034723,0.0615409444711822,0.533333333333333,12,0.640063818460394,0.647227344005844
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"XGBoost","Boosting","AE",90,0.00148519121147306,0.0605737843860403,0.0590885931745673,0.5,12,0.656649659302106,0.601268744781122
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"RW","Baseline","AE",90,0,0,0,0,12,,
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Ridge","Regularization","AE",90,-0.00772779156443225,0.0587546986616487,0.066482490226081,0.488888888888889,12,0.649687831909058,0.618656314376891
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"BorutaRF","FeatureSelection+Tree","SE",90,0.000133994137418486,0.000286044880353324,0.000152050742934839,0.544444444444444,12,0.778911555261491,0.755287647835463
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Ensemble_InvRMSE","Ensemble","SE",90,9.96388943918375e-05,0.000300939114067899,0.000201300219676061,0.544444444444444,12,0.78848155449118,0.808000665642779
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Ensemble_Mean","Ensemble","SE",90,9.92259401355877e-05,0.000302563601693617,0.000203337661558029,0.544444444444444,12,0.789859006964267,0.809432677348094
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"RandomForest","Tree","SE",90,9.25204502185663e-05,0.000307328445281193,0.000214807995062627,0.5,12,0.798584286948048,0.740675517711123
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Ensemble_Median","Ensemble","SE",90,4.43367372774232e-05,0.00031048270448534,0.000266145967207917,0.511111111111111,12,0.794824383903907,0.820360478898792
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"AR(4)","Baseline","SE",90,3.26351830905575e-05,0.000307173165084289,0.000274537981993732,0.522222222222222,12,0.794525432560805,0.800258514261608
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Factor","Factor","SE",90,3.21346659933472e-05,0.000294306276175499,0.000262171610182151,0.511111111111111,12,0.774491149244682,0.821449240632813
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"XGBoost","Boosting","SE",90,1.90529413582669e-05,0.000296635167936584,0.000277582226578317,0.5,12,0.811831941010798,0.794579210600917
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"RW","Baseline","SE",90,0,0,0,0,12,,
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"ElasticNet","Regularization","SE",90,-3.0791353337929e-07,0.000315053993248523,0.000315361906781903,0.533333333333333,12,0.783811968283844,0.808128800896414
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"LASSO","Regularization","SE",90,-3.89007298273484e-07,0.000316583671568813,0.000316972678867087,0.544444444444444,12,0.778508285173581,0.819684031760786
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",6,"Ridge","Regularization","SE",90,-7.75773609832958e-05,0.000290007637365375,0.00036758499834867,0.488888888888889,12,0.796807403037441,0.789314625918551
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"Ensemble_Mean","Ensemble","AE",90,0.0295537170162042,0.0697536444745902,0.040199927458386,0.588888888888889,12,0.624348652088181,0.684434176010187
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"Ensemble_InvRMSE","Ensemble","AE",90,0.0287193852751372,0.0699994160339102,0.041280030758773,0.588888888888889,12,0.626727108372534,0.684929181926186
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"Ensemble_Median","Ensemble","AE",90,0.0274179784333919,0.0739904397921858,0.0465724613587938,0.577777777777778,12,0.638707161411535,0.663644634708562
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"ElasticNet","Regularization","AE",90,0.0271051802879937,0.0742548465645801,0.0471496662765864,0.6,12,0.630981900605215,0.664343276112046
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"LASSO","Regularization","AE",90,0.0270870925255533,0.0741207552357587,0.0470336627102053,0.6,12,0.630878682433335,0.665727598779854
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"Ridge","Regularization","AE",90,0.0268397581607174,0.0768442181594952,0.0500044599987778,0.588888888888889,12,0.638858578009669,0.667427030026444
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"XGBoost","Boosting","AE",90,0.025837734606923,0.0713537605899663,0.0455160259830434,0.544444444444444,12,0.649926761900693,0.643084402985781
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"RandomForest","Tree","AE",90,0.0251090684171569,0.0703104871815561,0.0452014187643992,0.566666666666667,12,0.624089020785838,0.688707102945919
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"AR(4)","Baseline","AE",90,0.0220637491151334,0.077709916238597,0.0556461671234637,0.555555555555556,12,0.635541575582817,0.641805732704263
"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]",12,"BorutaRF","FeatureSelection+Tree","AE",90,0.0189041343602553,0.0624056838399866,0.0435015494797312,0.555555555555556,12,0.611406779177663,0.633226686010374
