"model","model_family","n_evaluation","rolling_RMSE","rolling_MAE","RMSE_rank","MAE_rank","target_code","target_name","horizon","rolling_months","window_start","window_end"
"Ensemble_Median","Ensemble",12,0.0060117990017757,0.00523436918530748,7,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-07-01,2022-06-01
"XGBoost","Boosting",12,0.00601648664661834,0.00522887268090459,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-07-01,2022-06-01
"ElasticNet","Regularization",12,0.0060471566571365,0.00526915361590325,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-07-01,2022-06-01
"LASSO","Regularization",12,0.0060471566571365,0.00526915361590325,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-07-01,2022-06-01
"Factor","Factor",12,0.00609063848232335,0.00532553936317398,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-07-01,2022-06-01
"AR(4)","Baseline",12,0.00622196162564337,0.0054736208351566,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-07-01,2022-06-01
"RW","Baseline",12,0.00400895211113913,0.00328068744760005,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"BorutaRF","FeatureSelection+Tree",12,0.00505786991534836,0.00451058802197415,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"RandomForest","Tree",12,0.00521454800247704,0.00454688433035836,3,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"Ensemble_Mean","Ensemble",12,0.00543690724013457,0.00468696599854188,4,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"Ensemble_InvRMSE","Ensemble",12,0.00544633024481202,0.00470662399905867,5,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"Ridge","Regularization",12,0.00594398838041573,0.0051413881242183,6,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"Ensemble_Median","Ensemble",12,0.00599341741025653,0.00519001235878436,7,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"XGBoost","Boosting",12,0.00599597499080441,0.00518300663901313,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"ElasticNet","Regularization",12,0.0060257044028541,0.00521596169034042,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"LASSO","Regularization",12,0.0060257044028541,0.00521596169034042,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"Factor","Factor",12,0.0060733604604162,0.00528123823931067,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"AR(4)","Baseline",12,0.00620372896687549,0.00542819909324307,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-08-01,2022-07-01
"RW","Baseline",12,0.00439677775680481,0.00375800012347338,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"RandomForest","Tree",12,0.00527429980957126,0.00468598578741524,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"BorutaRF","FeatureSelection+Tree",12,0.00532231345616794,0.00493621497745897,3,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"Ensemble_Mean","Ensemble",12,0.00548516588884635,0.00483606007678898,4,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"Ensemble_InvRMSE","Ensemble",12,0.00549718802367507,0.00485963762465828,5,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"Ridge","Regularization",12,0.0059539760802445,0.00518760633046629,6,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"Ensemble_Median","Ensemble",12,0.00600346140838518,0.00523692818072903,7,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"XGBoost","Boosting",12,0.00600724675970429,0.0052345665018901,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"ElasticNet","Regularization",12,0.00603158654507516,0.00524620284532925,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"LASSO","Regularization",12,0.00603158654507516,0.00524620284532925,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"Factor","Factor",12,0.00607734870539242,0.0053007817141256,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"AR(4)","Baseline",12,0.00621045783912232,0.00545836222165522,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-09-01,2022-08-01
"RW","Baseline",12,0.00481786871393659,0.00427022837795543,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"RandomForest","Tree",12,0.00520622400760299,0.00447010615376126,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"BorutaRF","FeatureSelection+Tree",12,0.00526886183885746,0.00480491849071859,3,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"Ensemble_Mean","Ensemble",12,0.00544447154847345,0.00468202846455859,4,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"Ensemble_InvRMSE","Ensemble",12,0.00545379389676425,0.00469118870599131,5,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"Ridge","Regularization",12,0.00593146448027857,0.00513009995090223,6,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"Ensemble_Median","Ensemble",12,0.00598113606254304,0.00517942180116497,7,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"XGBoost","Boosting",12,0.00598972421135627,0.00519096640813517,8,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"ElasticNet","Regularization",12,0.00601695639720358,0.00521014994771011,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"LASSO","Regularization",12,0.00601695639720358,0.00521014994771011,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"Factor","Factor",12,0.00606347714364261,0.00526570648200461,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"AR(4)","Baseline",12,0.00617661324989704,0.00536778421805068,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-10-01,2022-09-01
"RandomForest","Tree",12,0.0047358913639445,0.00397243070975897,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"RW","Baseline",12,0.00477335885325801,0.00419754319419023,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"BorutaRF","FeatureSelection+Tree",12,0.00481255026190306,0.00425406861893958,3,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"Ensemble_InvRMSE","Ensemble",12,0.00508159069955027,0.00429659347209546,4,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"Ensemble_Mean","Ensemble",12,0.00508214052612149,0.00429781781935378,5,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"Ridge","Regularization",12,0.00559298191074803,0.00477197290008081,6,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"XGBoost","Boosting",12,0.00560889068117759,0.00479958883872533,7,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"Ensemble_Median","Ensemble",12,0.00563111752735799,0.004810486109905,8,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"ElasticNet","Regularization",12,0.0056832796173525,0.00486456382370071,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"LASSO","Regularization",12,0.0056832796173525,0.00486456382370071,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"Factor","Factor",12,0.00571883094641861,0.00491440611024879,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"AR(4)","Baseline",12,0.0058052912291085,0.00496816076272195,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-11-01,2022-10-01
"RandomForest","Tree",12,0.00448326758558878,0.00365299006384611,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"BorutaRF","FeatureSelection+Tree",12,0.00466876563206089,0.00411991098307685,2,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"Ensemble_InvRMSE","Ensemble",12,0.00479195139075424,0.00390343039563777,3,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"Ensemble_Mean","Ensemble",12,0.0047955554307582,0.00389881895790127,4,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"RW","Baseline",12,0.00513477048516588,0.00460696309645707,5,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"XGBoost","Boosting",12,0.00527322976112475,0.00425182005433341,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"Ridge","Regularization",12,0.00527725910651628,0.00426412217874033,7,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"Ensemble_Median","Ensemble",12,0.00529757955943139,0.00428417705620605,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"ElasticNet","Regularization",12,0.00535221921066274,0.00435943446739737,9,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"LASSO","Regularization",12,0.00535221921066274,0.00435943446739737,9,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"Factor","Factor",12,0.00537592265067189,0.00439900000118573,11,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"AR(4)","Baseline",12,0.00544470766784238,0.0044116094790706,12,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2021-12-01,2022-11-01
"RandomForest","Tree",12,0.00444330814323205,0.00360410492153179,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"Ensemble_Mean","Ensemble",12,0.00478114699170751,0.00388124429201789,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"Ensemble_InvRMSE","Ensemble",12,0.00478631291489159,0.00389674070927592,3,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"BorutaRF","FeatureSelection+Tree",12,0.00478944499692424,0.00425396722311726,4,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"XGBoost","Boosting",12,0.00511209992527965,0.00401507192564339,5,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"Ridge","Regularization",12,0.0051309042047714,0.00404697905330183,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"Ensemble_Median","Ensemble",12,0.00514073995718587,0.00405580388067928,7,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"ElasticNet","Regularization",12,0.00518430704738831,0.00410257237437594,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"LASSO","Regularization",12,0.00518430704738831,0.00410257237437594,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"Factor","Factor",12,0.00519477248069871,0.00414348995793577,10,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"AR(4)","Baseline",12,0.00530171649038948,0.0042352644311723,11,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"RW","Baseline",12,0.0062316708265055,0.00550564237957407,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-01-01,2022-12-01
"RandomForest","Tree",12,0.00441374330941191,0.00355300873288863,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"BorutaRF","FeatureSelection+Tree",12,0.00473411892581964,0.00415202892552716,2,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"Ensemble_Mean","Ensemble",12,0.00475085586280911,0.00383810368826824,3,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"Ensemble_InvRMSE","Ensemble",12,0.00475582950347353,0.00385344416879161,4,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"XGBoost","Boosting",12,0.00505605192444726,0.00393756817734755,5,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"Ridge","Regularization",12,0.00506118670115278,0.00394162656742911,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"Ensemble_Median","Ensemble",12,0.00507157348307736,0.00395555325185111,7,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"Factor","Factor",12,0.00512205482640967,0.00403796203677656,8,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"ElasticNet","Regularization",12,0.00513241141851987,0.00403000687499152,9,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"LASSO","Regularization",12,0.00513241141851987,0.00403000687499152,9,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"AR(4)","Baseline",12,0.00520897628784998,0.00409809568617673,11,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"RW","Baseline",12,0.00641398754484499,0.00584109533115266,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-02-01,2023-01-01
"RandomForest","Tree",12,0.00427642189485006,0.00331054021997027,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"Ensemble_Mean","Ensemble",12,0.00457372279557298,0.00355996911056912,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"Ensemble_InvRMSE","Ensemble",12,0.00457912705697436,0.00357536781391274,3,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"BorutaRF","FeatureSelection+Tree",12,0.00460963443304223,0.00385616130802141,4,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"Ridge","Regularization",12,0.00486667145313221,0.00362790074158446,5,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"XGBoost","Boosting",12,0.00487220604657553,0.0036419425831653,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"Ensemble_Median","Ensemble",12,0.004887005351352,0.0036586165421957,7,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"ElasticNet","Regularization",12,0.00494165773255479,0.00372878721788303,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"LASSO","Regularization",12,0.00494165773255479,0.00372878721788303,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"Factor","Factor",12,0.00494454960208126,0.00375902266583009,10,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"AR(4)","Baseline",12,0.00499034461897691,0.00376108194570424,11,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"RW","Baseline",12,0.00635735817388116,0.00573570708627765,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-03-01,2023-02-01
"RandomForest","Tree",12,0.00356304074147879,0.00278932663133274,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"Ensemble_Mean","Ensemble",12,0.00386069738941099,0.00297606729746317,2,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"Ensemble_InvRMSE","Ensemble",12,0.00386747958764072,0.00299451032058504,3,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"XGBoost","Boosting",12,0.00408991259606168,0.00296150822926333,4,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"Ridge","Regularization",12,0.00410374663768567,0.00296545929119781,5,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"Ensemble_Median","Ensemble",12,0.00411962999514212,0.00299247979215575,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"Factor","Factor",12,0.00417245920094484,0.00304964765299101,7,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"ElasticNet","Regularization",12,0.00417688856420976,0.00303176704014738,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"LASSO","Regularization",12,0.00417688856420976,0.00303176704014738,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"AR(4)","Baseline",12,0.00420744712452764,0.00308776006964881,10,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"BorutaRF","FeatureSelection+Tree",12,0.00421079497619457,0.0035398379929238,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"RW","Baseline",12,0.00612866792962989,0.00543774072071364,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-04-01,2023-03-01
"RandomForest","Tree",12,0.00356842361861068,0.00284000836459993,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"Ensemble_Mean","Ensemble",12,0.00386432596125986,0.00301998764910712,2,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"Ensemble_InvRMSE","Ensemble",12,0.00387071560245731,0.00303524018715148,3,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"XGBoost","Boosting",12,0.00409337767694459,0.00297653884364453,4,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"Ridge","Regularization",12,0.00409970720938169,0.00294825233752296,5,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"Ensemble_Median","Ensemble",12,0.00411893564924475,0.00298975526068936,6,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"Factor","Factor",12,0.00417254801905185,0.00304993003913957,7,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"ElasticNet","Regularization",12,0.00418121708382055,0.00304638988102538,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"LASSO","Regularization",12,0.00418121708382055,0.00304638988102538,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"BorutaRF","FeatureSelection+Tree",12,0.00420333997248784,0.00348571891402416,10,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"AR(4)","Baseline",12,0.00420346223348023,0.00307416523660898,11,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"RW","Baseline",12,0.00586733533729395,0.00507763418944474,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-05-01,2023-04-01
"RandomForest","Tree",12,0.00314762002836132,0.00242538007530142,1,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"Ensemble_Mean","Ensemble",12,0.00340978281729117,0.00255646684703377,2,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"Ensemble_InvRMSE","Ensemble",12,0.00342290296525652,0.00257571699275304,3,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"Ridge","Regularization",12,0.0035079750436057,0.00240135210362001,4,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"Ensemble_Median","Ensemble",12,0.0035268388635153,0.00242551163033736,5,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"Factor","Factor",12,0.0035607711449761,0.00246393967774578,6,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"XGBoost","Boosting",12,0.00356622543793302,0.00243483214697611,7,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"ElasticNet","Regularization",12,0.00358064364645007,0.00245952211411188,8,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"LASSO","Regularization",12,0.00358064364645007,0.00245952211411188,8,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"AR(4)","Baseline",12,0.00360940086758118,0.00250224461274722,10,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"BorutaRF","FeatureSelection+Tree",12,0.00387477940943371,0.00314168665982011,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"RW","Baseline",12,0.00586851010522316,0.00508486096394104,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-06-01,2023-05-01
"Ridge","Regularization",12,0.00179902125123137,0.00155445853697795,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"Ensemble_Median","Ensemble",12,0.00183321970264821,0.00156955444059277,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"XGBoost","Boosting",12,0.0018905703329891,0.0015757283906593,3,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"ElasticNet","Regularization",12,0.00189687401162394,0.0015976283678783,4,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"LASSO","Regularization",12,0.00189687401162394,0.0015976283678783,4,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"Factor","Factor",12,0.00189709329363823,0.00159687228277043,6,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"AR(4)","Baseline",12,0.00191666726686237,0.00162761469408097,7,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"RandomForest","Tree",12,0.0020865678966609,0.00176772994733422,8,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"Ensemble_Mean","Ensemble",12,0.00217067505680969,0.00182364777721959,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"Ensemble_InvRMSE","Ensemble",12,0.00221500692291578,0.00184824795493024,10,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"BorutaRF","FeatureSelection+Tree",12,0.00356329692184729,0.00271397203065422,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"RW","Baseline",12,0.00567338081575852,0.00479186210052407,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-07-01,2023-06-01
"Ridge","Regularization",12,0.00169130157667519,0.00141419689314811,1,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-08-01,2023-07-01
"Ensemble_Median","Ensemble",12,0.00171769344160417,0.00139347065753398,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-08-01,2023-07-01
"XGBoost","Boosting",12,0.00175805285157966,0.0013831841706764,3,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-08-01,2023-07-01
"ElasticNet","Regularization",12,0.00179616881119689,0.00143037968385922,4,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-08-01,2023-07-01
"LASSO","Regularization",12,0.00179616881119689,0.00143037968385922,4,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-08-01,2023-07-01
"Factor","Factor",12,0.00179713999658217,0.00142741385228482,6,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-08-01,2023-07-01
"AR(4)","Baseline",12,0.00180673106796959,0.00145497091217421,7,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",6,12,2022-08-01,2023-07-01
