"model","model_family","n_evaluation","rolling_RMSE","rolling_MAE","RMSE_rank","MAE_rank","target_code","target_name","horizon","rolling_months","window_start","window_end"
"Ridge","Regularization",12,0.00126800823482531,0.00116961677163534,1,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"RandomForest","Tree",12,0.00135792294697508,0.0011643359922559,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"Ensemble_Median","Ensemble",12,0.00138656873067198,0.00123060839362545,3,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"Ensemble_Mean","Ensemble",12,0.00139349866950584,0.00123087461212223,4,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"Ensemble_InvRMSE","Ensemble",12,0.00139349866950584,0.00123087461212223,5,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"Factor","Factor",12,0.00140081703139382,0.00112414515338533,6,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"ElasticNet","Regularization",12,0.00146269088623675,0.00128612057483222,7,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"AR(4)","Baseline",12,0.00147040450952829,0.00124006662097617,8,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"LASSO","Regularization",12,0.0015032223408912,0.00133573439189594,9,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"XGBoost","Boosting",12,0.00150602999033585,0.0011885984147942,10,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"BorutaRF","FeatureSelection+Tree",12,0.00156570227941267,0.00126921455443717,11,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"RW","Baseline",12,0.00188922180347347,0.00146007361671437,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2018-12-01,2019-11-01
"Ridge","Regularization",12,0.00128792471755297,0.0011945231244088,1,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"RandomForest","Tree",12,0.00137572104776342,0.0012108408275718,2,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"Ensemble_Median","Ensemble",12,0.00139111050973388,0.00124078936118504,3,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"Ensemble_Mean","Ensemble",12,0.00139752178409996,0.00124009848076721,4,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"Ensemble_InvRMSE","Ensemble",12,0.00139850054938283,0.0012421221631824,5,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"Factor","Factor",12,0.00140665303613012,0.00113783234343506,6,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"ElasticNet","Regularization",12,0.00144829410126493,0.00126045347954827,7,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"LASSO","Regularization",12,0.00147774814718756,0.001288404142839,8,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"AR(4)","Baseline",12,0.00148628378346931,0.00129547506901784,9,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"XGBoost","Boosting",12,0.00150379950333031,0.0011821398976765,10,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"BorutaRF","FeatureSelection+Tree",12,0.00158118524420026,0.00131483560287311,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"RW","Baseline",12,0.00184638448507024,0.00135235865087872,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-01-01,2019-12-01
"XGBoost","Boosting",12,0.00114555332021989,0.000925959986295558,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"RandomForest","Tree",12,0.00114985616641069,0.00102177977338743,2,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"Ensemble_Median","Ensemble",12,0.00122892801957149,0.00110103483303596,3,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"Ridge","Regularization",12,0.00123067988498676,0.0011099055970028,4,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"Ensemble_Mean","Ensemble",12,0.00123922812528783,0.00109154880643698,5,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"Ensemble_InvRMSE","Ensemble",12,0.00123987815482606,0.00109246263739831,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"Factor","Factor",12,0.00125047190411405,0.00100494671704315,7,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"AR(4)","Baseline",12,0.00127209433198775,0.00110082457453968,8,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"BorutaRF","FeatureSelection+Tree",12,0.00129232829528361,0.00110257923000778,9,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"ElasticNet","Regularization",12,0.001381352652704,0.00118173884993488,10,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"LASSO","Regularization",12,0.00139557357692587,0.00119503473346669,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"RW","Baseline",12,0.00181742002762384,0.0013097082272621,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-02-01,2020-01-01
"RandomForest","Tree",12,0.00115056146400447,0.00102250620963854,1,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"AR(4)","Baseline",12,0.00116227256189653,0.00102586172119339,2,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"XGBoost","Boosting",12,0.00116813861503823,0.000978646625465836,3,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"Factor","Factor",12,0.00119477782675936,0.000959449678243109,4,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"Ensemble_Mean","Ensemble",12,0.00119492313451339,0.00105288881105528,5,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"Ensemble_InvRMSE","Ensemble",12,0.00119530911452691,0.00105350596606601,6,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"Ensemble_Median","Ensemble",12,0.00120620332550234,0.00108049251844039,7,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"Ridge","Regularization",12,0.00122468814315445,0.00110450580212574,8,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"BorutaRF","FeatureSelection+Tree",12,0.00128574060351169,0.00109498616169086,9,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"ElasticNet","Regularization",12,0.00133380022186736,0.00112682984397314,10,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"LASSO","Regularization",12,0.00137995428825796,0.00117927766334469,11,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"RW","Baseline",12,0.00150535357527883,0.00111247402482946,12,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-03-01,2020-02-01
"XGBoost","Boosting",12,0.00171724203681342,0.00124752976442484,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"Ensemble_Mean","Ensemble",12,0.00195100520618387,0.00142530322273396,2,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"Ensemble_InvRMSE","Ensemble",12,0.00195492624942936,0.00142724424089237,3,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"RandomForest","Tree",12,0.00197204186201741,0.00138662426978186,4,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"ElasticNet","Regularization",12,0.0019868476580808,0.00147059802999429,5,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"LASSO","Regularization",12,0.00199745108730446,0.00150796381550076,6,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"Ensemble_Median","Ensemble",12,0.00201499877857344,0.00146427987159409,7,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"Ridge","Regularization",12,0.00201931640861186,0.00144951472067689,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"AR(4)","Baseline",12,0.00202143332448874,0.00143297276698975,9,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"Factor","Factor",12,0.00203049474275388,0.00140657390452957,10,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"RW","Baseline",12,0.00207607445660223,0.00146542323103338,11,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"BorutaRF","FeatureSelection+Tree",12,0.00213522801943369,0.00158513371887884,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-04-01,2020-03-01
"Factor","Factor",12,0.00201851653084966,0.00137725170503273,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"XGBoost","Boosting",12,0.00208171700996425,0.00145364221508659,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"Ridge","Regularization",12,0.00222274618656823,0.00161931031542587,3,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"RW","Baseline",12,0.00229798355302786,0.00174799957725069,4,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"Ensemble_Mean","Ensemble",12,0.00233676316693394,0.00170035756507414,5,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"Ensemble_InvRMSE","Ensemble",12,0.00233854547517052,0.00170154819415876,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"ElasticNet","Regularization",12,0.00240506347996289,0.00176508848509547,7,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"Ensemble_Median","Ensemble",12,0.00241993402628737,0.00174453722639998,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"LASSO","Regularization",12,0.00247236309755114,0.0018174856217887,9,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"RandomForest","Tree",12,0.00251316907762961,0.00171497479500896,10,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"AR(4)","Baseline",12,0.00282524301284485,0.00191213214534976,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"BorutaRF","FeatureSelection+Tree",12,0.00287964179356111,0.00201626670258215,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-05-01,2020-04-01
"XGBoost","Boosting",12,0.00216015753256685,0.00152438331726705,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"Ensemble_Mean","Ensemble",12,0.00251686518884772,0.0018436437192898,2,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"ElasticNet","Regularization",12,0.00252380031132503,0.00187121536430251,3,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"Factor","Factor",12,0.00253141169365036,0.00165725028073325,4,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"Ensemble_Median","Ensemble",12,0.00253729526197977,0.00184985221815467,5,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"Ensemble_InvRMSE","Ensemble",12,0.00253810375468941,0.00185726051948492,6,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"LASSO","Regularization",12,0.00263345622603092,0.00195503038926724,7,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"RandomForest","Tree",12,0.00265276044609492,0.00185702487649222,8,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"AR(4)","Baseline",12,0.00276737894953896,0.00181216895459608,9,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"BorutaRF","FeatureSelection+Tree",12,0.0028305238888455,0.00192897241124984,10,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"RW","Baseline",12,0.00289859187260346,0.00204359315443292,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"Ridge","Regularization",12,0.00293719418141234,0.00206408820222078,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-06-01,2020-05-01
"XGBoost","Boosting",12,0.00260731392511128,0.00193440530871795,1,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"LASSO","Regularization",12,0.0028263326843017,0.00223646445043829,2,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"AR(4)","Baseline",12,0.00283686409093189,0.00191686507056234,3,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"ElasticNet","Regularization",12,0.0028607996597797,0.00223656436337841,4,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"Ensemble_Median","Ensemble",12,0.0028652545320874,0.00217501551895694,5,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"RandomForest","Tree",12,0.00294974818348472,0.00215011773854141,6,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"BorutaRF","FeatureSelection+Tree",12,0.0030598955061585,0.00220619388677181,7,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"Ensemble_Mean","Ensemble",12,0.00315817503868044,0.00234010988825682,8,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"Ensemble_InvRMSE","Ensemble",12,0.00318238473406643,0.00235718829421674,9,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"RW","Baseline",12,0.00333391104321322,0.00247380552043749,10,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"Ridge","Regularization",12,0.00418451609377078,0.00284111097469473,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"Factor","Factor",12,0.00608955416673686,0.00318639515772261,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-07-01,2020-06-01
"LASSO","Regularization",12,0.00276878500424701,0.00212027471368981,1,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"ElasticNet","Regularization",12,0.00280321355649788,0.0021043372361669,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"AR(4)","Baseline",12,0.00285440232627302,0.00195644979519698,3,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"Ensemble_Median","Ensemble",12,0.00287074530179169,0.00218600997345456,4,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"XGBoost","Boosting",12,0.00291994900373483,0.00225631832550962,5,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"RandomForest","Tree",12,0.00311577251186663,0.00238872190969982,6,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"BorutaRF","FeatureSelection+Tree",12,0.00314290368426782,0.00232870316304291,7,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"Ensemble_Mean","Ensemble",12,0.00317388600132788,0.00237083120921087,8,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"Ensemble_InvRMSE","Ensemble",12,0.0031986482799379,0.00238909583526604,9,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"RW","Baseline",12,0.00324707563366425,0.00227524966590117,10,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"Ridge","Regularization",12,0.00429178577600621,0.00301900648462907,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"Factor","Factor",12,0.00609124028553314,0.00319743100954244,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-08-01,2020-07-01
"LASSO","Regularization",12,0.00268508070253034,0.00192748201224441,1,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"ElasticNet","Regularization",12,0.00271005414790059,0.00190340728311684,2,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"AR(4)","Baseline",12,0.00283390100755358,0.00191599999979933,3,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"Ensemble_Median","Ensemble",12,0.00283985276906822,0.00212880770833583,4,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"XGBoost","Boosting",12,0.00300100117374906,0.00235485887353374,5,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"BorutaRF","FeatureSelection+Tree",12,0.00313770165431604,0.00232137223358136,6,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"Ensemble_Mean","Ensemble",12,0.00313830451282639,0.00229996016444288,7,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"Ensemble_InvRMSE","Ensemble",12,0.00316339879526943,0.00231837056469155,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"RandomForest","Tree",12,0.00317719221279121,0.00247013647499693,9,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"RW","Baseline",12,0.00324595456550911,0.00227260267763178,10,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"Ridge","Regularization",12,0.00428188516885096,0.0029941118442551,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"Factor","Factor",12,0.00606170672263385,0.00309181480530555,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-09-01,2020-08-01
"LASSO","Regularization",12,0.00266904553178312,0.00184461146945633,1,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"ElasticNet","Regularization",12,0.002695825205174,0.00182429118622657,2,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"AR(4)","Baseline",12,0.00283694135050614,0.00193736826824432,3,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"Ensemble_Median","Ensemble",12,0.00284288674687946,0.00215017597678082,4,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"XGBoost","Boosting",12,0.00308583556154375,0.00252282266279854,5,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"Ensemble_Mean","Ensemble",12,0.00314178209108977,0.00232070176731297,6,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"Ensemble_InvRMSE","Ensemble",12,0.00316704656881699,0.00234006591868359,7,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"BorutaRF","FeatureSelection+Tree",12,0.00316726336259831,0.00243710900811171,8,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"RandomForest","Tree",12,0.00320459687356514,0.00257935114862719,9,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"RW","Baseline",12,0.00325653039166017,0.00231246854552714,10,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"Ridge","Regularization",12,0.00428239705411475,0.00300222312767415,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"Factor","Factor",12,0.00606390789159298,0.00312259897108319,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-10-01,2020-09-01
"LASSO","Regularization",12,0.0026689531514617,0.00184209055277527,1,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"ElasticNet","Regularization",12,0.00269581196975061,0.00182196165667352,2,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"AR(4)","Baseline",12,0.00282928844775792,0.00191097741411108,3,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"Ensemble_Median","Ensemble",12,0.00284055231909539,0.00213915387213651,4,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"XGBoost","Boosting",12,0.00308226714464759,0.00250810243287569,5,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"Ensemble_Mean","Ensemble",12,0.003139839328841,0.00231016041899671,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"BorutaRF","FeatureSelection+Tree",12,0.00315349433844332,0.00238871661986289,7,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"Ensemble_InvRMSE","Ensemble",12,0.00316483216527356,0.00232772421143088,8,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"RandomForest","Tree",12,0.00319923958004688,0.00253917020818474,9,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"RW","Baseline",12,0.00325992368723269,0.00232074837407155,10,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"Ridge","Regularization",12,0.00428313522221645,0.00300857628986132,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"Factor","Factor",12,0.00606403860895158,0.00312414758059552,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-11-01,2020-10-01
"LASSO","Regularization",12,0.00265439269957401,0.0017736151995249,1,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"ElasticNet","Regularization",12,0.00268291820214956,0.00175844665755489,2,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"Ensemble_Median","Ensemble",12,0.00283734045583348,0.00212320558834361,3,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"AR(4)","Baseline",12,0.00283792342115446,0.00195194530844977,4,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"XGBoost","Boosting",12,0.00307856918992277,0.00248621492551952,5,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"Ensemble_Mean","Ensemble",12,0.00313864053446955,0.00230359981143704,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"BorutaRF","FeatureSelection+Tree",12,0.00314408073045174,0.00234767810098246,7,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"Ensemble_InvRMSE","Ensemble",12,0.00316341211331112,0.00231977574962077,8,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"RandomForest","Tree",12,0.00319769527945413,0.00253235865854181,9,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"RW","Baseline",12,0.00327355461192219,0.002405916297931,10,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"Ridge","Regularization",12,0.00428030881181707,0.00298576741383031,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"Factor","Factor",12,0.00606677492710742,0.00316153204397654,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2019-12-01,2020-11-01
"LASSO","Regularization",12,0.00272173046877291,0.00190940704310654,1,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]",1,12,2020-01-01,2020-12-01
