"target_code","target_name","track","track_label","horizon","refresh_count","average_selected","minimum_selected","maximum_selected","boruta_refreshes","fallback_refreshes","mean_pairwise_jaccard","stable_core_count","stability_threshold","stability_basis"
"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]","cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",1,15,37.4666666666667,25,48,15,0,0.496674267730808,28,0.6,"rolling_refresh_windows"
"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]","cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",3,15,63.2666666666667,39,81,15,0,0.467660923906755,56,0.6,"rolling_refresh_windows"
"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]","cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",6,15,104.866666666667,82,123,15,0,0.69124215406373,95,0.6,"rolling_refresh_windows"
"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]","cumulative_level","Consumer Price Index: All Items [CPIAUCSL] cumulative transformed change / reconstructed level",12,15,127.266666666667,113,147,15,0,0.767044442800522,112,0.6,"rolling_refresh_windows"
"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]","monthly_transformed","Target-month transformed change",1,15,37.3333333333333,23,47,15,0,0.491052772163059,27,0.6,"rolling_refresh_windows"
"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]","monthly_transformed","Target-month transformed change",3,15,20.9333333333333,9,30,15,0,0.193968368018348,7,0.6,"rolling_refresh_windows"
"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]","monthly_transformed","Target-month transformed change",6,15,25.1333333333333,16,35,15,0,0.23257607630311,6,0.6,"rolling_refresh_windows"
"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]","monthly_transformed","Target-month transformed change",12,15,21.6,12,33,15,0,0.224984439923419,7,0.6,"rolling_refresh_windows"
