"experiment_run_id","experiment_source","execution_profile","results_directory","fred_md_file","fred_md_data_md5","target_code","target_name","target_tcode_official","target_tcode_effective","target_transform_source","target_level_mode","target_level_formula","raw_start","raw_end","transformed_start","transformed_end","model_start","model_end","initial_window_start","initial_window_end","oos_start","oos_end","forward_forecasts_enabled","forward_origin","forward_origin_level","forward_window_start","forward_target_dates","forward_forecast_rows","cumulative_backtest_rows","statistical_validation_enabled","dm_test_rows","gw_test_rows","mcs_model_rows","mcs_summary_rows","mcs_audit_rows","mcs_audit_summary_rows","model_months","window_type","window_size","window_size_years","required_model_months","oos_months","horizons","requested_base_models","generated_ensemble_models","total_forecast_rows","total_variables","selected_variables","metadata_mapped_variables","metadata_fallback_variables","obsolete_metadata_variables","target_imputed_months","oos_evaluation_excluded_months"
"CPIAUCSL_20260721_234514_FULL_644","experiment_runner","full","results/frozen_runs/CPIAUCSL/CPIAUCSL_20260721_234514_FULL_644/results","data/current.csv","8591dd9f169f7aeb45b7c91782fbd947","CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]","6","5","User override","cumulative_log_change","forecast_level = origin_level * exp(predicted_log_change)","1959-01-01","2026-05-01","1959-03-01","2026-05-01","1988-01-01","2026-05-01","1988-01-01","2017-12-01","2018-12-01","2026-05-01","TRUE","2026-05-01","333.979","1996-06-01","2026-06, 2026-08, 2026-11, 2027-05","48","4320","TRUE","176","88","192","16","256","16","461","Fixed rolling","360","30","461","90","1, 3, 6, 12","9","3","4320","126","125","126","0","0","1","2"
