"horizon","forecast_number","window_start_index","window_end_index","origin_index","target_index","window_start_date","origin_date","target_date","actual","evaluation_included"
12,31,31,390,390,402,1990-07-01,2020-06-01,2021-06-01,0.00842618757842128,TRUE
12,32,32,391,391,403,1990-08-01,2020-07-01,2021-07-01,0.0046041326767936,TRUE
12,33,33,392,392,404,1990-09-01,2020-08-01,2021-08-01,0.00283889213191735,TRUE
12,34,34,393,393,405,1990-10-01,2020-09-01,2021-09-01,0.00451530809997358,TRUE
12,35,35,394,394,406,1990-11-01,2020-10-01,2021-10-01,0.00959205116305295,TRUE
12,36,36,395,395,407,1990-12-01,2020-11-01,2021-11-01,0.00852978064827425,TRUE
12,37,37,396,396,408,1991-01-01,2020-12-01,2021-12-01,0.00688149863326437,TRUE
12,38,38,397,397,409,1991-02-01,2021-01-01,2022-01-01,0.0060278356705199,TRUE
12,39,39,398,398,410,1991-03-01,2021-02-01,2022-02-01,0.00690250217363975,TRUE
12,40,40,399,399,411,1991-04-01,2021-03-01,2022-03-01,0.0110946409921393,TRUE
12,41,41,400,400,412,1991-05-01,2021-04-01,2022-04-01,0.00307860751453592,TRUE
12,42,42,401,401,413,1991-06-01,2021-05-01,2022-05-01,0.0094402960946427,TRUE
12,43,43,402,402,414,1991-07-01,2021-06-01,2022-06-01,0.0124827848358358,TRUE
12,44,44,403,403,415,1991-08-01,2021-07-01,2022-07-01,-0.000149185414012543,TRUE
12,45,45,404,404,416,1991-09-01,2021-08-01,2022-08-01,0.000623718262284356,TRUE
12,46,46,405,405,417,1991-10-01,2021-09-01,2022-09-01,0.00423369798795115,TRUE
12,47,47,406,406,418,1991-11-01,2021-10-01,2022-10-01,0.00557916232264422,TRUE
12,48,48,407,407,419,1991-12-01,2021-11-01,2022-11-01,0.00261062191557038,TRUE
12,49,49,408,408,420,1992-01-01,2021-12-01,2022-12-01,0.000153944493274771,TRUE
12,50,50,409,409,421,1992-02-01,2022-01-01,2023-01-01,0.00529995299865682,TRUE
12,51,51,410,410,422,1992-03-01,2022-02-01,2023-02-01,0.00342266936550661,TRUE
12,52,52,411,411,423,1992-04-01,2022-03-01,2023-03-01,0.0012299614825535,TRUE
12,53,53,412,412,424,1992-05-01,2022-04-01,2023-04-01,0.00338699704935408,TRUE
12,54,54,413,413,425,1992-06-01,2022-05-01,2023-05-01,0.00161338517524623,TRUE
12,55,55,414,414,426,1992-07-01,2022-06-01,2023-06-01,0.00223924433484246,TRUE
12,56,56,415,415,427,1992-08-01,2022-07-01,2023-07-01,0.00195523399396347,TRUE
12,57,57,416,416,428,1992-09-01,2022-08-01,2023-08-01,0.00482405293863497,TRUE
12,58,58,417,417,429,1992-10-01,2022-09-01,2023-09-01,0.00389332659953823,TRUE
12,59,59,418,418,430,1992-11-01,2022-10-01,2023-10-01,0.00136591605894409,TRUE
12,60,60,419,419,431,1992-12-01,2022-11-01,2023-11-01,0.00146790447308742,TRUE
12,61,61,420,420,432,1993-01-01,2022-12-01,2023-12-01,0.00192255067817282,TRUE
12,62,62,421,421,433,1993-02-01,2023-01-01,2024-01-01,0.0030948913761053,TRUE
12,63,63,422,422,434,1993-03-01,2023-02-01,2024-02-01,0.00408916812862525,TRUE
12,64,64,423,423,435,1993-04-01,2023-03-01,2024-03-01,0.0044215489032835,TRUE
12,65,65,424,424,436,1993-05-01,2023-04-01,2024-04-01,0.00216832414080059,TRUE
12,66,66,425,425,437,1993-06-01,2023-05-01,2024-05-01,0.000485469461688481,TRUE
12,67,67,426,426,438,1993-07-01,2023-06-01,2024-06-01,-0.000418383989980953,TRUE
12,68,68,427,427,439,1993-08-01,2023-07-01,2024-07-01,0.00167567580897732,TRUE
12,69,69,428,428,440,1993-09-01,2023-08-01,2024-08-01,0.00157098709717562,TRUE
12,70,70,429,429,441,1993-10-01,2023-09-01,2024-09-01,0.00213106439808097,TRUE
12,71,71,430,430,442,1993-11-01,2023-10-01,2024-10-01,0.00285232670541991,TRUE
12,72,72,431,431,443,1993-12-01,2023-11-01,2024-11-01,0.00283789553580771,TRUE
12,73,73,432,432,444,1994-01-01,2023-12-01,2024-12-01,0.0033936184663732,TRUE
12,74,74,433,433,445,1994-02-01,2024-01-01,2025-01-01,0.00426351450544171,TRUE
12,75,75,434,434,446,1994-03-01,2024-02-01,2025-02-01,0.00224852906961726,TRUE
12,76,76,435,435,447,1994-04-01,2024-03-01,2025-03-01,0.000331527657446706,TRUE
12,77,77,436,436,448,1994-05-01,2024-04-01,2025-04-01,0.00161540575711605,TRUE
12,78,78,437,437,449,1994-06-01,2024-05-01,2025-05-01,0.000992320519796586,TRUE
12,79,79,438,438,450,1994-07-01,2024-06-01,2025-06-01,0.00253872468162797,TRUE
12,80,80,439,439,451,1994-08-01,2024-07-01,2025-07-01,0.00228090663893177,TRUE
12,81,81,440,440,452,1994-09-01,2024-08-01,2025-08-01,0.00347659384038312,TRUE
12,82,82,441,441,453,1994-10-01,2024-09-01,2025-09-01,0.00294655645472819,TRUE
12,83,83,442,442,454,1994-11-01,2024-10-01,2025-10-01,0,FALSE
12,84,84,443,443,455,1994-12-01,2024-11-01,2025-11-01,0.00251960682064745,FALSE
12,85,85,444,444,456,1995-01-01,2024-12-01,2025-12-01,0.0029734591724413,TRUE
12,86,86,445,445,457,1995-02-01,2025-01-01,2026-01-01,0.00170696879878296,TRUE
12,87,87,446,446,458,1995-03-01,2025-02-01,2026-02-01,0.00266647254227603,TRUE
12,88,88,447,447,459,1995-04-01,2025-03-01,2026-03-01,0.00861422910584597,TRUE
12,89,89,448,448,460,1995-05-01,2025-04-01,2026-04-01,0.0063799824074664,TRUE
12,90,90,449,449,461,1995-06-01,2025-05-01,2026-05-01,0.00471799502387604,TRUE
